1,1,1.5,1,FALSE,113,170,1,9.5,0,0.5,2.05,0,0.3,12.35,2018-07-11 14-28-23,2018-07-11 14-40-10,11
2,1,6.61,1,FALSE,231,162,2,24.5,0,0.5,0,0,0.3,25.3,2018-11-10 12-23-13,2018-11-10 12-53-18,30
1,1,7.5,1,FALSE,68,181,1,26.5,0.5,0.5,2.5,5.76,0.3,36.06,2018-11-18 02-14-33,2018-11-18 02-43-59,29
2,1,1.31,1,FALSE,186,113,2,8,0.5,0.5,0,0,0.3,9.3,2018-09-19 21-41-32,2018-09-19 21-53-25,11
2,1,1.9,1,FALSE,142,141,1,9,0.5,0.5,1,0,0.3,11.3,2018-02-15 22-25-39,2018-02-15 22-36-05,10
2,1,1.14,1,FALSE,161,186,2,10,1,0.5,0,0,0.3,11.8,2018-08-02 16-26-09,2018-08-02 16-40-45,14
2,1,2.06,1,FALSE,163,263,1,9,0.5,0.5,2.06,0,0.3,12.36,2018-08-11 23-54-41,2018-08-12 00-03-20,8
2,6,1.85,1,FALSE,161,68,1,10,0,0.5,2.16,0,0.3,12.96,2018-09-04 12-06-04,2018-09-04 12-18-31,12
4,1,10.68,1,FALSE,138,230,1,33.5,1,0.5,8.21,5.76,0.3,49.27,2018-09-28 19-55-16,2018-09-28 20-26-36,31
2,1,5.83,1,FALSE,186,75,1,23,1,0.5,2.48,0,0.3,27.28,2018-05-03 19-08-46,2018-05-03 19-39-23,30
2,6,1.48,1,FALSE,113,4,1,7,0.5,0.5,1.66,0,0.3,9.96,2018-01-14 04-15-12,2018-01-14 04-22-04,6
2,1,1.05,1,FALSE,142,230,1,10,0,0.5,2.16,0,0.3,12.96,2018-06-13 10-09-36,2018-06-13 10-24-13,14
1,1,2.8,1,FALSE,246,143,1,12,1,0.5,2.75,0,0.3,16.55,2018-07-12 18-53-30,2018-07-12 19-07-03,13
2,6,1.76,1,FALSE,236,237,1,9,1,0.5,2.16,0,0.3,12.96,2018-06-04 19-06-34,2018-06-04 19-17-41,11
2,3,1.14,1,FALSE,249,186,1,6.5,0,0.5,1.46,0,0.3,8.76,2018-10-10 07-44-45,2018-10-10 07-51-41,6
1,1,0.6,1,FALSE,142,48,2,4.5,1,0.5,0,0,0.3,6.3,2018-02-22 18-00-42,2018-02-22 18-04-38,3
1,2,0.8,1,FALSE,13,231,2,10,0,0.5,0,0,0.3,10.8,2018-11-29 13-57-24,2018-11-29 14-12-25,15
2,6,2.6,1,FALSE,162,90,1,10,0.5,0.5,0.5,0,0.3,11.8,2018-12-13 05-21-53,2018-12-13 05-32-17,10
2,1,1.84,1,FALSE,249,79,1,10.5,0.5,0.5,2.36,0,0.3,14.16,2018-10-07 03-10-46,2018-10-07 03-24-34,13
2,2,7.8,1,FALSE,13,262,1,23,1,0.5,6.2,0,0.3,31,2018-08-13 19-21-47,2018-08-13 19-39-17,17
1,1,1.4,1,FALSE,97,106,1,7,0.5,0.5,2.05,0,0.3,10.35,2018-11-17 23-04-30,2018-11-17 23-11-11,6
2,5,1.75,1,FALSE,231,234,1,11,0,0.5,2.36,0,0.3,14.16,2018-07-12 12-12-04,2018-07-12 12-28-03,15
1,1,8.3,1,FALSE,138,233,1,25,1,0.5,8.1,5.76,0.3,40.66,2018-09-19 18-44-36,2018-09-19 19-02-50,18
1,0,1.7,1,FALSE,142,141,2,9,0.5,0.5,0,0,0.3,10.3,2018-10-12 20-56-41,2018-10-12 21-06-29,9
1,1,0.7,1,FALSE,249,68,1,4.5,0,0.5,1.3,0,0.3,6.6,2018-03-31 15-27-00,2018-03-31 15-30-28,3
2,1,3.16,1,FALSE,87,4,1,14.5,0,0.5,3.06,0,0.3,18.36,2018-08-30 09-26-04,2018-08-30 09-46-25,20
2,5,1.36,1,FALSE,138,138,2,6,1,0.5,0,0,0.3,7.8,2018-04-24 18-27-28,2018-04-24 18-32-43,5
2,1,3.42,1,FALSE,166,142,1,12,0.5,0.5,2.7,0,0.3,16,2018-04-02 23-11-54,2018-04-02 23-24-04,12
1,1,1.1,1,FALSE,162,141,2,7.5,1,0.5,0,0,0.3,9.3,2018-06-25 18-40-46,2018-06-25 18-49-37,8
1,2,20.9,2,FALSE,132,243,1,52,0,0.5,10,5.76,0.3,68.56,2018-11-13 10-17-33,2018-11-13 11-19-14,61
1,2,0.9,1,FALSE,142,143,1,6,0,0.5,1.35,0,0.3,8.15,2018-10-07 19-59-49,2018-10-07 20-05-42,5
1,1,2.9,1,FALSE,186,143,1,16,0,0.5,3.36,0,0.3,20.16,2018-08-29 12-51-45,2018-08-29 13-14-17,22
1,1,0.7,1,FALSE,161,229,2,7,0,0.5,0,0,0.3,7.8,2018-05-04 10-57-11,2018-05-04 11-06-54,9
2,1,2.15,1,FALSE,237,142,2,10,1,0.5,0,0,0.3,11.8,2018-03-01 19-31-26,2018-03-01 19-42-39,11
